V_Word,about,above,af,after,again,against,all,almost,along,also,although,always,american,among,an,another,any,are,area,around,as,asked,at,away,back,be,because,become,been,before,began,being,best,better,between,big,both,business,but,by,called,came,can,case,certain,children,church,city,come,could,country,course,day,days,development,did,different,do,does,done,door,down,during,each,early,end,enough,even,ever,every,example,eyes,face,fact,family,far,felt,few,find,first,for,form,found,four,from,general,get,give,given,go,god,going,good,got,government,great,group,had,hand,has,have,he,head,help,her,here,high,him,himself,his,home,house,how,however,human,if,important,interest,into,is,it,its,itself,john,just,kind,knew,know,large,last,later,law,least,left,less,let,life,light,like,line,little,long,look,looked,made,make,man,many,matter,may,me,means,members,men,might,mind,more,most,much,must,my,name,national,need,never,new,next,night,no,not,nothing,now,number,off,often,old,on,once,one,only,open,or,order,other,others,our,out,over,own,part,people,per,perhaps,place,point,possible,power,present,president,problem,program,public,put,rather,right,room,said,same,saw,say,school,second,see,seemed,sense,service,set,several,she,should,side,since,small,so,social,some,something,state,states,still,such,system,take,than,that,their,them,then,there,these,they,thing,things,think,this,those,though,thought,three,through,thus,time,times,told,too,took,toward,turned,two,under,united,until,up,upon,us,use,used,very,want,war,was,water,way,we,well,went,were,what,when,where,which,while,white,who,whole,why,will,with,within,without,work,world,would,year,years,yet,york,you,young,your,about,above,af,after,again,against,all,almost,along,also,although,always,american,among,an,another,any,are,area,around,as,asked,at,away,back,be,because,become,been,before,began,being,best,better,between,big,both,business,but,by,called,came,can,case,certain,children,church,city,come,could,country,course,day,days,development,did,different,do,does,done,door,down,during,each,early,end,enough,even,ever,every,example,eyes,face,fact,family,far,felt,few,find,first,for,form,found,four,from,general,get,give,given,go,god,going,good,got,government,great,group,had,hand,has,have,he,head,help,her,here,high,him,himself,his,home,house,how,however,human,if,important,interest,into,is,it,its,itself,john,just,kind,knew,know,large,last,later,law,least,left,less,let,life,light,like,line,little,long,look,looked,made,make,man,many,matter,may,me,means,members,men,might,mind,more,most,much,must,my,name,national,need,never,new,next,night,no,not,nothing,now,number,off,often,old,on,once,one,only,open,or,order,other,others,our,out,over,own,part,people,per,perhaps,place,point,possible,power,present,president,problem,program,public,put,rather,right,room,said,same,saw,say,school,second,see,seemed,sense,service,set,several,she,should,side,since,small,so,social,some,something,state,states,still,such,system,take,than,that,their,them,then,there,these,they,thing,things,think,this,those,though,thought,three,through,thus,time,times,told,too,took,toward,turned,two,under,united,until,up,upon,us,use,used,very,want,war,was,water,way,we,well,went,were,what,when,where,which,while,white,who,whole,why,will,with,within,without,work,world,would,year,years,yet,york,you,young,your
mind,1,0,0,0,1,0,1,0,0,0,0,0,1,0,4,1,1,0,0,0,5,0,0,0,1,2,1,0,1,3,0,1,0,1,0,0,1,0,8,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,3,4,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,4,0,0,24,0,0,3,2,76,0,0,0,1,2,1,1,0,2,4,4,2,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,1,3,2,23,0,0,1,11,3,0,0,3,8,0,2,0,0,0,1,6,0,1,0,1,1,1,0,0,0,7,0,5,4,0,0,0,0,0,1,0,0,0,1,0,4,1,0,2,1,1,2,1,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,6,0,0,0,0,0,1,10,0,0,1,0,1,0,0,0,2,3,0,0,2,0,6,0,0,0,0,1,0,0,1,1,0,0,0,15,0,0,0,0,1,0,0,5,0,0,2,3,1,0,2,0,0,2,1,0,0,0,0,0,3,1,0,0,0,5,0,0,1,2,11,0,3,1,0,0,1,2,0,3,0,0,0,2,0,0,0,3,3,0,2,0,0,6,0,7,2,1,0,1,0,2,4,3,0,0,0,0,1,1,0,2,0,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,3,0,2,4,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,8,1,0,0,4,0,1,0,0,1,0,0,2,1,0,0,1,7,0,2,2,22,0,1,2,3,0,1,2,11,0,0,3,0,0,4,0,1,1,13,6,1,2,0,1,0,1,2,0,0,1,0,0,0,2,0,0,0,4,1,1,1,1,0,1,1,1,1,1,2,2,0,0,0,2,2,1,0,3,0,3,0,0,0,0,1,1,0,2,3,0,0,0,0,0,0,4,1,2,2,0,2,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0,11,2,0,1,0,1,0,2,1,1,0,0,1,0,0,2,20,1,1,2,4,1,2,0,0,1,3,0,0,0,1,2,1,0,0,0,3,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,11,0,0,1,2,3,2,6,3,0,3,2,0,0,0,0,2,4,0,0,0,0,1,0,1,1,0,3,2,4
more,7,0,2,5,3,2,14,1,0,3,0,4,0,5,11,2,49,78,2,3,30,1,16,0,2,89,5,16,24,6,3,2,0,7,0,0,2,2,31,16,0,4,8,0,0,2,1,2,0,6,5,5,2,0,3,3,1,11,3,5,0,5,1,3,1,0,0,68,2,0,2,0,2,1,0,45,5,11,3,1,69,1,2,1,9,3,8,4,2,4,0,1,3,2,2,4,2,23,2,20,39,38,0,1,14,3,1,19,4,4,1,4,5,2,1,3,3,0,8,155,41,4,0,1,2,1,2,6,0,0,1,1,2,2,10,0,2,0,3,0,36,0,4,6,20,10,0,15,2,13,9,5,1,4,3,1,58,2,65,3,1,1,0,8,9,5,1,1,90,36,25,6,1,1,12,1,21,35,46,9,0,97,2,3,2,3,12,2,1,1,12,1,6,3,1,5,1,0,1,4,0,1,7,2,0,0,8,5,0,4,2,2,10,5,1,1,0,8,5,8,2,6,0,6,0,16,12,1,3,14,0,0,7,8,30,8,17,5,33,7,9,2,3,3,18,5,1,4,6,2,3,6,4,1,0,2,3,1,24,2,2,2,9,3,6,4,4,3,5,3,83,1,3,8,0,3,36,5,5,3,14,4,2,7,0,0,12,50,2,4,11,2,23,6,4,2,2,13,2,2,19,0,2,5,0,1,10,2,0,1,2,0,4,0,17,3,6,8,2,1,21,1,13,0,0,17,10,0,0,3,1,0,0,1,2,0,3,3,13,15,1,0,5,0,3,3,1,0,1,5,2,2,1,3,0,5,1,10,0,0,1,2,1,2,0,0,2,1,3,6,0,0,0,2,1,1,0,2,1,1,36,1,0,1,9,9,0,1,0,1,1,0,2,1,0,3,5,6,0,0,8,28,0,3,7,3,1,4,5,15,3,0,5,1,2,13,32,2,10,20,19,4,0,2,7,1,2,2,0,0,3,0,0,3,38,0,2,1,17,0,1,2,1,1,0,4,1,1,6,5,4,1,3,9,0,2,58,1,1,3,4,1,1,0,0,5,1,0,2,2,1,1,3,1,18,1,26,6,25,1,3,40,0,4,6,4,2,2,0,1,13,3,5,0,2,0,2,1,2,5,1,2,0,1,3,0,3,3,0,4,1,1,2,1,5,3,0,2,12,4,0,5,0,15,4,2,1,3,2,1,4,1,0,640,32,10,5,7,5,7,17,3,4,5,15,2,5,4,11,1,1,14,3,0,2,0,2,2,11,1,1,4,1,3,3,3,1,0,1,1,14,2,4,6,2,1,7,6,12,4,3,2,1,0,0,2,4,24,1,1,6,1,9,8,9,1,0,10,0,1
most,4,1,0,1,0,1,4,0,2,1,0,3,3,11,2,4,2,41,1,0,23,1,15,0,1,27,3,1,7,0,1,3,3,2,0,0,0,1,19,15,2,0,4,1,0,0,1,0,1,1,1,3,1,1,4,3,0,4,1,0,0,1,1,0,0,0,1,18,0,1,1,1,0,2,0,2,1,2,0,5,56,0,6,2,10,0,4,1,0,2,1,1,1,0,2,0,1,14,0,6,11,15,0,0,2,3,0,9,1,15,3,5,2,2,1,1,4,1,5,74,29,14,5,0,2,0,0,0,0,1,0,1,0,0,0,0,3,1,7,0,0,1,0,0,3,7,4,4,1,6,0,2,1,4,1,0,1,11,2,0,1,0,1,1,1,2,1,0,2,13,2,4,0,0,1,1,21,3,77,5,1,9,0,2,0,8,8,1,3,1,1,1,17,3,0,0,1,5,1,2,1,0,2,0,0,0,1,1,1,0,3,2,2,1,3,1,0,0,4,0,0,5,4,2,1,10,2,1,2,5,2,0,1,17,63,7,5,2,1,2,5,1,2,2,17,3,5,0,1,4,3,6,1,2,4,1,1,0,3,4,2,1,1,1,1,3,1,0,0,1,41,0,1,4,3,1,6,3,7,3,11,4,0,10,0,1,4,28,1,1,1,3,11,0,2,1,1,8,0,1,0,0,0,1,0,2,18,0,0,2,1,0,6,0,2,0,3,15,1,3,1,0,5,0,1,3,4,1,0,0,0,4,1,0,1,1,0,0,7,4,0,0,3,0,0,4,2,1,2,1,0,1,2,0,1,1,0,3,0,0,0,0,0,1,1,1,0,3,3,1,2,0,0,0,0,0,1,3,1,1,15,2,0,0,4,3,1,2,0,1,0,0,1,1,0,4,2,4,0,2,9,8,0,0,4,2,0,2,0,22,0,0,0,2,3,3,45,0,0,20,12,7,0,0,0,1,1,2,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,2,4,0,0,0,0,0,2,8,1,1,2,11,1,0,4,0,1,0,0,3,0,2,0,4,0,2,1,0,7,0,10,0,3,2,0,3,0,5,5,9,5,0,1,22,16,0,0,0,0,0,0,0,1,2,0,0,1,1,1,0,0,0,0,1,3,1,0,0,0,1,0,1,3,1,0,0,2,3,1,1,0,0,2,0,2,0,1,0,17,9,27,0,6,14,1,8,5,0,12,3,0,0,0,1,1,12,0,1,0,0,0,0,1,0,3,0,0,0,11,0,5,0,0,2,12,0,5,4,0,1,13,4,6,1,3,1,1,4,0,0,3,6,2,0,4,7,11,1,1,0,0,2,2,4
much,5,0,1,1,2,0,2,2,0,5,3,1,0,0,2,1,0,21,2,0,102,0,3,0,0,24,0,2,8,2,0,0,0,0,0,0,0,1,15,5,0,0,1,0,0,0,2,0,0,0,1,2,0,1,0,4,0,10,0,2,0,0,4,0,0,1,1,3,1,0,0,0,0,0,0,3,3,1,2,0,10,0,5,0,2,1,3,1,1,3,1,0,0,1,0,1,1,15,0,8,16,5,0,1,5,2,0,7,1,2,2,2,57,7,0,1,0,1,2,67,17,1,1,0,6,1,2,10,0,1,1,1,3,1,0,0,3,0,3,0,1,0,1,1,4,2,0,0,1,0,1,3,0,0,1,3,1,1,2,2,0,0,0,3,3,1,0,1,1,58,5,2,0,0,1,0,5,0,8,4,1,6,0,2,0,1,6,4,0,1,3,0,0,0,0,1,1,2,1,0,0,0,4,0,0,0,5,0,2,3,1,0,4,2,1,2,0,1,2,1,1,0,0,107,0,1,1,1,0,8,0,0,4,2,26,0,4,1,23,1,9,0,2,4,17,0,1,1,1,1,0,3,3,0,94,0,0,0,0,0,0,1,2,0,3,1,0,47,0,0,38,1,2,1,0,2,12,2,0,0,6,0,0,4,0,0,3,22,0,8,2,1,3,0,1,1,0,6,0,1,25,0,0,2,0,1,4,0,0,1,1,1,1,2,6,0,4,0,0,1,99,0,11,1,2,11,6,0,3,0,0,1,0,17,0,0,1,2,15,6,0,0,2,0,0,1,0,0,1,2,1,2,0,1,0,0,1,5,1,0,0,0,1,3,3,0,0,6,1,0,0,0,0,1,0,0,0,0,1,3,30,0,0,0,6,2,2,4,2,0,0,2,3,2,0,1,0,8,2,17,3,31,1,0,8,5,1,3,0,14,4,0,1,0,1,9,4,2,4,22,24,7,1,0,0,1,3,0,1,0,2,0,0,2,19,1,0,1,15,0,0,0,0,0,2,1,2,3,1,1,0,0,0,1,2,3,65,2,2,0,3,0,0,1,1,2,1,0,0,3,0,5,0,2,0,2,12,1,1,1,1,5,0,2,0,1,4,0,2,5,4,1,2,1,2,5,1,0,2,1,0,2,0,0,1,1,9,17,0,4,1,1,0,0,2,1,0,0,10,0,0,1,1,7,3,1,1,1,0,3,0,0,2,35,25,4,2,0,5,1,17,1,1,1,16,0,2,2,1,0,0,23,0,0,7,0,0,1,0,2,0,1,1,3,2,1,0,0,0,0,16,1,3,9,0,0,3,6,2,1,5,0,0,2,0,1,9,12,0,1,7,2,0,3,1,0,0,13,1,6
must,2,0,7,0,1,0,13,0,0,2,3,0,2,0,4,2,1,4,0,0,5,0,1,0,1,3,1,0,0,0,0,1,0,0,2,0,3,2,23,1,1,0,2,0,1,1,4,1,0,0,2,7,4,1,3,0,2,3,0,1,0,0,0,7,0,3,0,0,0,3,2,0,0,0,2,1,2,1,0,2,10,0,0,0,2,1,0,0,3,0,4,0,0,0,3,0,3,0,0,0,1,68,2,1,2,3,0,3,5,2,1,2,1,6,2,7,0,2,0,6,74,3,2,2,0,0,1,1,1,0,1,3,0,0,0,0,5,1,3,0,1,0,0,0,1,0,15,1,0,2,0,2,0,3,0,0,3,0,0,2,3,0,1,0,0,2,0,0,2,5,0,7,3,2,1,0,4,1,23,2,1,9,1,5,2,1,1,1,0,0,2,0,0,1,0,0,0,0,2,2,1,2,0,0,2,1,5,2,0,1,3,0,2,0,1,0,1,1,19,2,0,2,1,5,0,5,3,3,5,3,5,2,0,3,63,1,5,11,23,10,30,3,2,1,28,1,2,4,3,0,0,3,1,2,2,0,0,0,1,0,3,0,0,0,2,0,0,2,0,0,4,1,0,99,1,0,1,17,2,1,30,1,2,11,3,2,0,2,1,0,6,10,0,1,1,4,1,38,1,4,2,0,1,0,1,1,5,0,0,13,0,8,0,0,15,0,0,0,0,0,12,0,13,1,1,413,2,8,35,1,0,0,0,1,1,0,1,0,3,2,2,0,0,0,2,0,0,0,7,0,0,0,0,0,1,0,1,12,0,6,0,1,0,1,1,1,1,1,1,0,0,0,2,0,1,1,1,0,4,12,12,0,3,1,3,0,6,5,1,8,0,1,1,2,0,1,0,5,1,0,146,5,0,1,2,1,1,1,1,8,0,0,1,1,0,4,0,0,2,2,17,6,3,0,0,1,0,10,0,1,0,0,1,0,0,1,0,0,5,1,0,1,4,3,6,8,1,2,0,0,5,0,0,0,0,2,3,0,2,2,0,0,0,0,3,2,0,0,0,22,0,6,1,0,3,0,7,3,1,2,0,5,0,1,2,4,0,0,1,1,1,0,0,4,0,2,0,1,0,2,0,0,2,1,0,0,6,1,0,4,0,0,1,2,0,0,4,1,3,2,0,1,1,0,0,12,3,1,0,4,1,0,17,0,18,5,1,1,0,3,0,0,0,7,4,1,1,2,0,1,1,1,0,0,0,0,2,0,3,0,1,1,3,1,1,5,2,2,0,0,0,1,0,4,1,0,0,2,1,2,1,0,0,0,0,0,1,8,1,1,4,0,0,0,0,0,0,4,0,2
my,16,0,0,6,5,3,13,1,1,1,2,2,3,2,4,1,3,10,0,2,22,2,27,5,16,13,2,0,10,9,1,0,3,2,3,0,3,2,19,14,1,4,2,3,2,2,0,2,3,4,0,1,3,4,0,5,0,10,0,1,0,7,3,0,1,0,3,6,2,0,1,0,2,2,1,0,6,0,5,3,43,1,2,0,18,0,14,6,1,6,4,6,5,7,0,5,0,18,3,3,8,14,1,1,9,4,1,14,0,9,1,3,1,2,0,10,3,3,14,37,34,0,1,0,6,1,1,6,0,3,2,1,0,2,0,1,0,5,7,0,1,3,3,3,7,8,4,3,3,0,24,2,0,1,1,3,4,4,3,0,26,0,0,0,6,0,0,3,5,24,0,6,0,7,2,1,66,2,12,6,0,6,2,3,0,0,30,9,3,5,2,0,1,2,4,0,3,2,0,0,0,0,8,0,8,0,14,0,2,5,3,2,5,0,0,0,8,2,8,4,0,1,1,14,0,10,3,2,1,3,1,1,10,7,44,0,6,5,4,3,4,2,3,4,18,3,0,5,0,9,1,6,1,4,1,4,0,0,1,1,0,3,13,3,2,1,0,0,3,1,51,2,2,1,2,6,6,7,14,5,4,3,0,3,2,2,3,29,1,4,5,1,2,0,1,1,0,25,1,1,1,0,0,1,1,1,6,1,1,0,1,3,0,0,3,1,3,7,0,4,12,1,23,5,5,3,3,0,3,2,4,3,6,2,0,3,1,7,12,3,0,5,1,5,0,2,1,2,2,3,6,1,3,0,0,4,1,2,2,0,2,1,1,1,2,1,0,1,0,1,1,17,3,0,6,0,2,1,2,20,21,0,2,0,7,1,4,1,0,1,10,0,3,2,0,6,0,18,21,4,9,28,16,1,0,2,0,3,0,3,6,6,7,0,0,7,0,1,1,29,10,1,0,1,8,1,1,2,0,7,1,0,0,9,0,1,24,4,3,1,7,2,3,2,1,2,9,0,0,1,1,1,0,6,1,23,1,1,0,3,26,10,0,1,2,2,0,0,4,13,0,3,0,0,1,4,14,0,4,3,1,7,1,4,1,1,7,2,57,4,5,0,2,5,8,0,0,1,1,0,0,0,0,2,7,4,8,0,4,0,2,2,3,0,3,2,0,0,5,2,1,0,2,4,0,0,0,6,0,1,1,1,1,1,19,0,2,2,5,3,9,0,0,0,10,1,0,3,1,1,0,3,0,4,3,2,2,0,5,0,0,2,0,0,1,1,0,3,2,1,40,0,12,2,1,3,17,2,8,3,2,1,0,5,2,1,3,12,0,1,7,3,9,2,2,2,0,16,3,2
name,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,2,1,1,0,0,3,0,2,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,3,19,1,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2,4,3,1,1,0,0,0,0,2,4,1,1,0,2,0,0,0,0,1,0,1,3,2,0,0,18,0,0,6,0,35,0,0,0,0,0,3,0,0,0,9,3,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,2,0,0,0,0,0,1,0,0,0,10,2,0,0,0,2,1,0,2,1,0,0,0,0,0,2,4,0,2,1,0,3,0,2,0,0,3,0,0,0,1,0,0,2,1,2,0,0,0,0,0,0,1,0,2,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,8,3,1,0,1,0,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,0,0,2,0,0,2,3,0,0,1,7,0,0,0,0,0,0,3,1,1,3,0,0,0,0,3,2,8,0,1,0,0,0,1,0,0,0,5,0,11,0,1,0,1,0,0,1,0,0,1,1,1,0,0,5,2,1,1,0,0,1,3,1,0,0,1,0,0,3,1,0,1,0,0,0,0,1,0,4,5,1,1,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,14,0,0,1,2,0,0,1,2,0,3,0,0,0,1,0,0,5,0,2,0,7,0,0,5,0,0,6,2,5,0,0,0,0,0,1,1,0,1,19,8,1,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,4,1,0,0,1,0,1,0,1,0,0,0,10,0,4,1,0,8,0,1,0,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,1,1,1,1,0,1,0,0,1,5,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,31,0,0,0,0,0,4,6,1,1,4,0,0,1,0,3,3,4,0,0,1,0,0,1,1,0,0,2,0,2
national,3,0,0,0,0,0,3,1,0,1,1,0,2,0,7,2,1,2,0,1,12,0,8,0,0,4,0,0,0,4,1,0,0,0,2,0,3,0,1,19,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,20,0,0,0,5,1,0,1,0,1,0,0,0,0,0,2,1,2,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,5,5,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,2,0,0,2,0,0,0,1,1,0,0,0,1,3,1,0,5,0,0,1,2,0,1,0,0,0,1,21,0,1,2,0,6,0,4,0,15,1,3,0,0,1,1,1,0,0,0,1,0,1,0,4,1,1,1,0,0,0,2,0,0,1,0,0,0,2,2,0,1,0,0,0,2,0,0,1,1,0,0,1,0,3,0,0,3,6,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,2,0,0,0,1,1,0,0,3,1,0,1,2,0,2,0,0,0,0,5,0,0,2,0,0,1,1,2,1,5,0,0,1,0,0,0,7,2,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,6,4,0,0,2,0,0,0,0,0,0,2,0,1,4,0,3,0,0,0,1,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,3,0,0,0,0,2,7,1,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,2,0,1,0,8,0,8,1,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,1,0,7,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,5,0,0,4,0,0,3,3,0,0,0,0,0,5,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,5,0,0,1,0,0,2,0,1,2,1,0,0,1,0,0,2,2,0,1,0,3,0,0,0,0,0,1,0,1
need,0,0,0,0,0,0,2,0,1,0,1,1,0,0,2,1,5,2,1,0,4,0,1,0,0,6,1,0,2,0,0,0,0,0,0,0,0,0,9,2,0,0,0,1,0,3,2,0,0,0,0,0,0,0,1,3,0,12,3,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,6,0,1,1,5,1,0,0,1,0,0,0,0,0,0,2,0,0,1,3,0,6,0,2,7,8,0,0,2,0,1,0,1,3,1,0,0,0,0,1,0,0,1,12,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,1,0,0,1,0,1,3,0,4,0,0,0,4,1,0,0,0,1,0,1,0,0,0,1,0,0,0,17,13,1,3,0,0,1,0,4,0,6,0,0,6,0,0,1,3,1,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,2,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,6,11,2,1,1,3,0,9,0,2,4,4,3,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,6,0,0,34,0,0,0,6,2,0,2,1,0,7,0,1,14,2,0,1,1,3,4,1,0,0,0,37,0,0,2,0,0,0,0,0,4,0,0,1,0,1,0,0,6,0,2,1,0,0,3,0,2,0,0,38,0,0,0,0,0,3,0,3,0,1,1,0,4,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,1,2,79,0,0,1,1,1,3,1,0,1,2,0,0,0,0,1,0,0,1,0,1,5,0,5,2,2,0,3,1,4,0,0,1,0,0,5,0,0,0,10,8,1,1,0,1,2,0,4,0,1,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,2,2,1,0,1,0,0,0,3,0,1,8,1,3,0,0,0,1,0,1,6,2,0,1,24,1,1,0,1,0,0,0,0,5,6,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,2,0,0,1,2,0,0,1,0,1,0,0,4,1,0,2,0,1,0,5,0,1,0,1,1,0,1,2,5,2,2,0,1,2,1,0,0,0,7,1,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,4,0,0,0,1,3,1,0,0,0,0,0,0,2,4,0,0,1,0,2,1,0,0,0,4,0,3
never,3,0,0,0,0,0,2,4,0,0,3,1,0,0,0,1,1,11,0,0,7,0,2,1,2,1,3,0,1,2,1,1,1,1,0,1,0,0,44,1,0,0,9,0,0,0,0,0,2,20,2,4,0,0,0,4,0,0,1,1,2,2,0,0,0,0,0,1,0,0,1,2,1,0,0,0,1,0,0,0,4,1,0,0,2,1,0,0,0,0,0,0,1,1,2,1,0,76,0,27,26,97,1,0,3,2,0,7,1,6,2,2,0,0,0,4,0,0,0,14,32,1,0,3,1,0,0,3,0,0,0,0,1,1,0,1,3,0,1,0,1,1,0,0,0,0,5,0,0,3,6,0,0,2,6,0,0,0,1,3,2,4,0,1,6,0,0,0,1,4,0,0,0,0,0,1,2,0,12,4,0,4,0,0,1,1,1,0,0,0,4,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,8,1,0,2,1,0,1,1,1,0,0,0,23,4,1,1,0,0,1,2,0,0,0,0,1,0,0,1,25,5,6,0,17,4,33,2,1,0,7,0,1,1,1,1,0,4,1,0,2,0,1,0,1,0,0,0,3,0,0,0,0,0,1,0,34,0,4,18,1,0,9,1,1,0,9,2,3,23,0,2,24,1,0,0,1,3,39,0,3,5,0,19,0,2,3,0,0,1,14,0,2,0,0,0,1,0,0,0,4,1,16,2,0,2,6,3,5,1,3,30,0,1,41,8,0,1,0,3,0,0,0,0,7,3,2,5,2,0,1,0,0,0,5,8,0,0,1,0,0,13,0,4,0,11,0,0,1,1,0,1,2,4,0,0,0,0,0,2,0,2,5,0,4,0,11,0,2,0,4,0,6,2,2,1,0,2,3,9,0,1,0,13,1,3,33,1,0,0,9,1,0,12,2,13,2,0,8,0,0,4,0,0,3,3,13,3,1,1,1,0,15,13,2,0,0,0,0,5,0,8,3,0,4,1,0,1,2,2,4,3,1,1,0,1,4,1,0,1,0,11,9,1,3,0,6,0,0,1,6,1,0,0,4,1,0,0,0,2,0,2,6,6,8,0,0,8,0,1,1,1,4,1,0,0,1,0,0,1,1,2,0,0,0,1,0,2,1,0,0,0,5,0,12,1,1,0,13,6,0,0,0,0,3,0,0,1,0,7,1,2,1,0,0,0,4,0,6,1,17,4,5,1,4,1,1,0,0,2,7,2,0,3,0,0,0,1,0,2,2,2,0,0,2,2,0,2,4,1,0,1,3,0,1,0,5,0,0,4,3,5,2,8,1,0,3,0,1,1,0,2,4,5,0,2,0,0,4,0,0,0,0,2,1,0
